,Affiliation,Affiliation_2,Affiliation_3,lng,lat,id,Area_L1,Country,Area_L2
258," Department of Chemistry, State University of Maringa, Av. Colombo, 5790 Maringá, PR, Brazil"," State University of Maringa, Av. Colombo, 5790 Maringá, PR, Brazil"," Av. Colombo, 5790 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
259,"Department of Animal Science, State University of West Paraná, Marechal Cândido Rondon, Brazil"," State University of West Paraná, Marechal Cândido Rondon, Brazil"," Marechal Cândido Rondon, Brazil",-54.0485463,-24.5566277,ChIJb0wbBziA85QR4xSxjnvm3ng,PR,BR,Mal. Cândido Rondon
260," Federal University of Grande Dourados, Animal Science Department, Rodovia Dourados-Itahum, km 12, Dourados, MS, Brazil"," Animal Science Department, Rodovia Dourados-Itahum, km 12, Dourados, MS, Brazil"," Rodovia Dourados-Itahum, km 12, Dourados, MS, Brazil",-54.9315035,-22.1949753,ChIJJZrLrk6oiZQRgV8PZve4c0o,MS,BR,Dourados
261," Department of Animal Science, State University of Maringá, Maringá, Brazil"," State University of Maringá, Maringá, Brazil"," Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
262," Department of Food Technology, IFRS-Campus Sertão, Sertão, RS 99170-000, Brazil"," IFRS-Campus Sertão, Sertão, RS 99170-000, Brazil"," Sertão, RS 99170-000, Brazil",-52.2733764,-28.0457645,ChIJU0yA7eLl4pQR4Y41KcIvqds,RS,BR,
263,"Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box. 6001, Londrina, PR, 86051-990, Brazil"," Universidade Estadual de Londrina, P.O. Box. 6001, Londrina, PR, 86051-990, Brazil"," P.O. Box. 6001, Londrina, PR, 86051-990, Brazil",-51.1751977,-23.2652635,ChIJl7FGzzNF65QRa__hSadQd_Y,PR,BR,Londrina
264,"Molecular Biology Laboratory, Universidade Paranaense-UNIPAR, Praça Mascarenhas de Moraes 4282, Umuarama, PR 87502-210, Brazil"," Universidade Paranaense-UNIPAR, Praça Mascarenhas de Moraes 4282, Umuarama, PR 87502-210, Brazil"," Praça Mascarenhas de Moraes 4282, Umuarama, PR 87502-210, Brazil",-53.301389,-23.756703,ChIJt9ExNf7T8pQR3WvWZArfbVk,PR,BR,Umuarama
265," Microbiology Laboratory, Universidade Estadual de Londrina-UEL, Rodovia Celso Garcia, PR 445 km 380, Campus Universitario, Londrina, PR 86051-980, Brazil"," Universidade Estadual de Londrina-UEL, Rodovia Celso Garcia, PR 445 km 380, Campus Universitario, Londrina, PR 86051-980, Brazil"," Rodovia Celso Garcia, PR 445 km 380, Campus Universitario, Londrina, PR 86051-980, Brazil",-51.204679,-23.3266514,ChIJywbbbp5c65QR0kyaX1EPZa0,PR,BR,
266," Departamento de Engenharia Química, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil",-51.935977,-23.40881,ChIJ956n2yzR7JQRYidSiKzNOtc,PR,BR,Maringá
267," Departamento de Engenharia de Alimentos, Universidade Regional Integrada, Erechim, Rio Grande do Sul, Brazil"," Universidade Regional Integrada, Erechim, Rio Grande do Sul, Brazil"," Erechim, Rio Grande do Sul, Brazil",-52.2687709,-27.6485324,ChIJBSO6YfoT45QRnU-FusmOsnw,RS,BR,Erechim
268," Departamento de Engenharia Química, Universidade Federal do Paraná, Curitiba, Paraná, Brazil"," Universidade Federal do Paraná, Curitiba, Paraná, Brazil"," Curitiba, Paraná, Brazil",-49.2334136,-25.4488742,ChIJU70enhrl3JQRH0PMqaHFfVY,PR,BR,Curitiba
269,"Department of Biology, State University of Maringá, Maringá, Paraná, 87020, Brazil"," State University of Maringá, Maringá, Paraná, 87020, Brazil"," Maringá, Paraná, 87020, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
270," Department of Genetics, School of Medicine of Riberirão Preto, Ribeirão Preto, São Paulo, 14049, Brazil"," School of Medicine of Riberirão Preto, Ribeirão Preto, São Paulo, 14049, Brazil"," Ribeirão Preto, São Paulo, 14049, Brazil",-47.8526875,-21.1622992,ChIJM0xqrMWrAAQRvR7wJNPlshI,SP,BR,Ribeirão Preto
271,"Department of Technology, Univ. Estadual Paulista, Via de Acesso Prof. Dr. Paulo Donato Castellane, s/n, Jaboticabal, SP 14884-900, Brazil"," Univ. Estadual Paulista, Via de Acesso Prof. Dr. Paulo Donato Castellane, s/n, Jaboticabal, SP 14884-900, Brazil"," Via de Acesso Prof. Dr. Paulo Donato Castellane, s/n, Jaboticabal, SP 14884-900, Brazil",-48.2930851,-21.2439994,ChIJD_EpRPFsuZQR1cQkpbQ5Nyc,SP,BR,Jaboticabal
272," Depto. de Ciências Agrárias, Universidade Estadual de Londrina, Caixa Postal 6001, Londrina, PR 86051-990, Brazil"," Universidade Estadual de Londrina, Caixa Postal 6001, Londrina, PR 86051-990, Brazil"," Caixa Postal 6001, Londrina, PR 86051-990, Brazil",,,,,,
273," Tropical Research and Education Center, University of Florida, 18905 SW 280th St, Homestead, FL 33031-3314, United States"," University of Florida, 18905 SW 280th St, Homestead, FL 33031-3314, United States"," 18905 SW 280th St, Homestead, FL 33031-3314, United States",-80.4990357,25.5063796,ChIJyfr1Sa3n2YgRSvSbCFfqqyA,FL,US,Miami-Dade County
274,"Department of Pharmacology and Therapeutic, State University of Maringá, Maringá, Paraná, Brazil"," State University of Maringá, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
275,"Departamento de Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790 Bloco j45, Maringá, Paraná, 87020-900, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790 Bloco j45, Maringá, Paraná, 87020-900, Brazil"," Av. Colombo, 5790 Bloco j45, Maringá, Paraná, 87020-900, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
276," Departamento de Agronomia, Universidade Estadual de Maringá, Av. Colombo, 5790 Bloco j45, Maringá, Paraná, 87020-900, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790 Bloco j45, Maringá, Paraná, 87020-900, Brazil"," Av. Colombo, 5790 Bloco j45, Maringá, Paraná, 87020-900, Brazil",-51.9417029,-23.404307,ChIJvaWJJczW7JQR73Ghr6ew5jU,PR,BR,
277,"Department of Food Science and Technology, Universidade Estadual de Londrina, Cx. Postal 6001, Londrina, PR 85051-990, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, Londrina, PR 85051-990, Brazil"," Cx. Postal 6001, Londrina, PR 85051-990, Brazil",,,,,,
278," Departament of Biochemistry, Universidade Estadual de Londrina, Cx. Postal 6001, Londrina, PR 85051-990, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, Londrina, PR 85051-990, Brazil"," Cx. Postal 6001, Londrina, PR 85051-990, Brazil",,,,,,
279,"Chemical Engineering Department, Federal University of Paraná, Curitiba, Brazil"," Federal University of Paraná, Curitiba, Brazil"," Curitiba, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,
280," Chemical Engineering Department, University of Maringá, Paraná, Brazil"," University of Maringá, Paraná, Brazil"," Paraná, Brazil",-51.9364334,-23.403863,ChIJT_0S0TLR7JQRRL8Ll7cZNdE,PR,BR,Maringá
281,"State University of Maringa, Department of Chemistry, Av. Colombo 5790, 87020-900 Maringá, Paraná State, Brazil"," Department of Chemistry, Av. Colombo 5790, 87020-900 Maringá, Paraná State, Brazil"," Av. Colombo 5790, 87020-900 Maringá, Paraná State, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
282," Department of Chemical Engineering, UEM, Maringá, PR 87020-900, Brazil"," UEM, Maringá, PR 87020-900, Brazil"," Maringá, PR 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
283," Department of Chemical Engineering, UNIOESTE, Toledo, PR 85903-000, Brazil"," UNIOESTE, Toledo, PR 85903-000, Brazil"," Toledo, PR 85903-000, Brazil",-53.7527956,-24.7244819,ChIJE1QyUJGV85QRv7ardVM1WrU,PR,BR,Toledo
284,"Universidade Federal do Mato Grosso do Sul, Av. Senador Filinto Muller, 2443, 97790-000, Campo Grande, Mato Grosso do Sul, Brazil"," Av. Senador Filinto Muller, 2443, 97790-000, Campo Grande, Mato Grosso do Sul, Brazil"," 2443, 97790-000, Campo Grande, Mato Grosso do Sul, Brazil",-54.6163713,-20.4979241,ChIJs8V96PDlhpQRNYp38C7Z0M8,MS,BR,Campo Grande
285," Departamento de Zootecnia, Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
286,"Departamento de Zootecnia, Universidade Estadual de Maringá, Maringá, PR, Brasil."," Universidade Estadual de Maringá, Maringá, PR, Brasil."," Maringá, PR, Brasil.",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
287,to ,,,-175.198242,-21.178986,ChIJHdCfu0S2k3ERqeJexcrMbfM,,TO,
288,De,,,10.451526,51.165691,ChIJa76xwh5ymkcRW-WRjmtd6HU,,DE,
289,e,,,-73.9827188,40.7548535,ChIJq_fSEwBZwokR4lyBoUZZeXc,NY,US,New York County
290,sta,,,-117.4227907,47.6575361,ChIJIQpW3GAYnlQRYaa_u9xDY_0,WA,US,Spokane County
291,to,,,-175.198242,-21.178986,ChIJHdCfu0S2k3ERqeJexcrMbfM,,TO,
292,a,,,-121.9645078,37.3709705,ChIJLYF3NSHKj4ARJ_1oU-wSahc,CA,US,Santa Clara County
293,"Departamento de Bioquímica e Biotecnologia, Centro de Ciências Exatas, Universidade Estadual de Londrina, CP 6001, 86051-990 Londrina - PR, Brazil"," Centro de Ciências Exatas, Universidade Estadual de Londrina, CP 6001, 86051-990 Londrina - PR, Brazil"," Universidade Estadual de Londrina, CP 6001, 86051-990 Londrina - PR, Brazil",,,,,,
294,"Department of Physiological Sciences, State University of Maringá, Maringá, PR, 87020-900, Brazil"," State University of Maringá, Maringá, PR, 87020-900, Brazil"," Maringá, PR, 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
295," Department of Pharmacology and Therapeutics, State University of Maringá, Maringá, PR, 87020-900, Brazil"," State University of Maringá, Maringá, PR, 87020-900, Brazil"," Maringá, PR, 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
296,"Departamento de Clínicas Veterinárias, UEL, Cx. Postal 6001, Londrina, PR 86051-900, Brazil"," UEL, Cx. Postal 6001, Londrina, PR 86051-900, Brazil"," Cx. Postal 6001, Londrina, PR 86051-900, Brazil",,,,,,
297," Universidade de Franca, UNIFRAN, Franca, Brazil"," UNIFRAN, Franca, Brazil"," Franca, Brazil",-47.4032621,-20.569798,ChIJJQLZkfSosJQRp8xLn5wbsyE,SP,BR,Franca
298," Departamento de Reprodução Animal e Radiologia Veterinaria, FMVZ, UNESP, Botucatu, SP, Brazil"," FMVZ, UNESP, Botucatu, SP, Brazil"," UNESP, Botucatu, SP, Brazil",-48.4982624,-22.8895002,ChIJb0C_yV4nx5QRc0dtq8KobFs,SP,BR,Botucatu
299,"Universidade Estadual de Maringá, Departamento de Biologia Celular e Genética, Av. Colombo 579, 87020-900 Maringá, PR, Brazil"," Departamento de Biologia Celular e Genética, Av. Colombo 579, 87020-900 Maringá, PR, Brazil"," Av. Colombo 579, 87020-900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
300," Universidade Estadual de Maringá, Departamento de Biologia/Nupelia, Av. Colombo 579, 87020-900 Maringá, PR, Brazil"," Departamento de Biologia/Nupelia, Av. Colombo 579, 87020-900 Maringá, PR, Brazil"," Av. Colombo 579, 87020-900 Maringá, PR, Brazil",-51.9395721,-23.4036831,ChIJDd8YWMzW7JQRGv2SDn7on8Q,PR,BR,Maringá
301,"Department of Physiological Sciences, University of Londrina, Londrina, PR, Brazil"," University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
302,ar,,,-63.616672,-38.416097,ChIJZ8b99fXKvJURqA_wKpl3Lz0,,AR,
303,es,,,-3.74922,40.463667,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,,ES,
304,ca,,,-119.4179324,36.778261,ChIJPV4oX_65j4ARVW8IJ6IJUYs,CA,US,
305," Department of Pharmacy, Univ. of Maringá (DEF/UEM), 87020-900, Maringá, PR, Brazil"," Univ. of Maringá (DEF/UEM), 87020-900, Maringá, PR, Brazil"," 87020-900, Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
306,"Department of Biology, State University of Maringá, Paraná, Brazil"," State University of Maringá, Paraná, Brazil"," Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
307," Department of Genetics, School of Medicine of Ribeirão Preto, University of São Paulo, Ribeirão Preto, São Paulo, Brazil"," School of Medicine of Ribeirão Preto, University of São Paulo, Ribeirão Preto, São Paulo, Brazil"," University of São Paulo, Ribeirão Preto, São Paulo, Brazil",-47.8526875,-21.1622992,ChIJM0xqrMWrAAQRvR7wJNPlshI,SP,BR,Ribeirão Preto
308,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, 86057-970 Londrina - PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, 86057-970 Londrina - PR, Brazil"," Universidade Estadual de Londrina, 86057-970 Londrina - PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
309," Departamento de Bioquímica e Biotecnologia, Centro de Ciências Exatas, Universidade Estadual de Londrina, 86051-990 Londrina - PR, Brazil"," Centro de Ciências Exatas, Universidade Estadual de Londrina, 86051-990 Londrina - PR, Brazil"," Universidade Estadual de Londrina, 86051-990 Londrina - PR, Brazil",-51.2003445,-23.3267498,ChIJWXSkvZ9c65QRDki1PhoTOGI,PR,BR,Londrina
310,"Universidade Federal de Mato Grosso do Sul, Faculdade de Medicina Veterinária e Zootecnia, Campo Grande, Mato Grosso do Sul, Brazil"," Faculdade de Medicina Veterinária e Zootecnia, Campo Grande, Mato Grosso do Sul, Brazil"," Campo Grande, Mato Grosso do Sul, Brazil",-54.6208487,-20.5088963,ChIJe8XuqJLlhpQR0Hrjr2p73BI,MS,BR,Campo Grande
311," Universidade Estadual de Maringá, Departamento de Zootecnia, Maringá, Paraná, Brazil"," Departamento de Zootecnia, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
312," Universidade Estadual do Oeste do Paraná, Departamento de Zootecnia, Marechal Cândido Rondon, Paraná, Brazil"," Departamento de Zootecnia, Marechal Cândido Rondon, Paraná, Brazil"," Marechal Cândido Rondon, Paraná, Brazil",-54.056788,-24.5568725,ChIJjS84XUKA85QRcDjSLex4XHM,PR,BR,Marechal Cândido Rondon
313,"Departamento de Zootecnia, Universidade Estadual de Maringá, Av. Colo, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Av. Colo, Maringá, Paraná, Brazil"," Av. Colo, Maringá, Paraná, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
314," Departamento de Agronomia, Universidade Federal da Grande Dourados, Rodovia Dourados, Dourados, Mato Grosso do Sul, Brazil"," Universidade Federal da Grande Dourados, Rodovia Dourados, Dourados, Mato Grosso do Sul, Brazil"," Rodovia Dourados, Dourados, Mato Grosso do Sul, Brazil",-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
315," Departamento de Agronomia, Universidade Estadual de Maringá, Av. MaringáParaná, Brazil"," Universidade Estadual de Maringá, Av. MaringáParaná, Brazil"," Av. MaringáParaná, Brazil",-51.9417029,-23.404307,ChIJvaWJJczW7JQR73Ghr6ew5jU,PR,BR,
316,"Departamento de Zootecnia, Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
317," Departamento de Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
318," Instituto Agronômico do Paraná, Curitiba, Paraná, Brazil"," Curitiba, Paraná, Brazil"," Paraná, Brazil",-49.2166982,-25.3751922,ChIJq_8sQBbm3JQRTUSX2MfT3OU,PR,BR,Curitiba
319,"Grupo de Materiais Poliméricos e Compósitos, Departamento de Química, Universidade Estadual de Maringá, Av. Colombo 5790, 87020-900, Maringá, PR, Brazil"," Departamento de Química, Universidade Estadual de Maringá, Av. Colombo 5790, 87020-900, Maringá, PR, Brazil"," Universidade Estadual de Maringá, Av. Colombo 5790, 87020-900, Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
320," Centro de Ciências Biológicas e da Natureza, Universidade Federal do Acre, Rio Branco, AC, Brazil"," Universidade Federal do Acre, Rio Branco, AC, Brazil"," Rio Branco, AC, Brazil",-67.8638199,-9.9549711,ChIJ5XQFw_-Mf5ERLt4FYPsUMoU,AC,BR,Rio Branco
321," Departamento de Química, Universidade Estadual de Londrina, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.2005095,-23.3269506,ChIJO7JFY59c65QR13vv2yhznIg,PR,BR,Londrina
322,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina - UEL, CP 6001, CEP 86051-980, Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina - UEL, CP 6001, CEP 86051-980, Londrina, PR, Brazil"," Universidade Estadual de Londrina - UEL, CP 6001, CEP 86051-980, Londrina, PR, Brazil",,,,,,
323," Laboratório de Espectroscopia Molecular, Instituto de Química, USP, Colombia"," Instituto de Química, USP, Colombia"," USP, Colombia",-46.7261623,-23.5647332,ChIJO6E7LEJWzpQREKX-cNAour0,SP,BR,São Paulo
324,"Universidade Estadual de Maringá, UEM, Av. Colombo, 5790, CEP: 87020-900, Maringá, PR, Brazil"," UEM, Av. Colombo, 5790, CEP: 87020-900, Maringá, PR, Brazil"," Av. Colombo, 5790, CEP: 87020-900, Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
325," Dept̊ de Zootecnia, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
326," Discente de Graduação de Zootecnia, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
327,"Department of Physiological Sciences, State University of Londrina, Londrina PR 86051-990, Brazil"," State University of Londrina, Londrina PR 86051-990, Brazil"," Londrina PR 86051-990, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
328," Department of Pharmacology and Therapeutic, State University of Maringá, Maringá PR 87020-900, Brazil"," State University of Maringá, Maringá PR 87020-900, Brazil"," Maringá PR 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
329,"Chemical Engineering Department., State University of Maringá, Av. Colombo, 5790, Maringá, Paraná, Brazil"," State University of Maringá, Av. Colombo, 5790, Maringá, Paraná, Brazil"," Av. Colombo, 5790, Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
330," COPEQ, Federal Technological University of Paraná, Rua Marcílio Dias, 635, Apucarana, Paraná, Brazil"," Federal Technological University of Paraná, Rua Marcílio Dias, 635, Apucarana, Paraná, Brazil"," Rua Marcílio Dias, 635, Apucarana, Paraná, Brazil",-51.4282051,-23.5510602,ChIJGYgBNACc7JQRfIHnEyU6u_M,PR,BR,Apucarana
331,"Department of Chemical Engineering, Polytechnic Center, Federal University of Paraná, Jardim das Américas, Curitiba, PR 82530-990, Brazil"," Polytechnic Center, Federal University of Paraná, Jardim das Américas, Curitiba, PR 82530-990, Brazil"," Federal University of Paraná, Jardim das Américas, Curitiba, PR 82530-990, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,
332," Department of Chemical Engineering, Maringá State University (UEM), Av. Colombo 5790, Maringá, PR 87020-900, Brazil"," Maringá State University (UEM), Av. Colombo 5790, Maringá, PR 87020-900, Brazil"," Av. Colombo 5790, Maringá, PR 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
333," Institute of Technology and Research, Tiradentes University, Av. Murilo Dantas, 300, 49032-490 Aracaju, Sergipe, Brazil"," Tiradentes University, Av. Murilo Dantas, 300, 49032-490 Aracaju, Sergipe, Brazil"," Av. Murilo Dantas, 300, 49032-490 Aracaju, Sergipe, Brazil",-37.0587145,-10.967583,ChIJ9ajl3EOxGgcR0GHQPhl84Nw,SE,BR,Aracaju
334," Technology Center, Biocatalysis and Organic Synthesis Group, Federal University of Rio de Janeiro, Bloco A, Ilha do Fundão, 21941-909 Rio de Janeiro, Brazil"," Biocatalysis and Organic Synthesis Group, Federal University of Rio de Janeiro, Bloco A, Ilha do Fundão, 21941-909 Rio de Janeiro, Brazil"," Federal University of Rio de Janeiro, Bloco A, Ilha do Fundão, 21941-909 Rio de Janeiro, Brazil",-43.2309769,-22.8593456,ChIJMRntMDh5mQARk0RuEIshjlc,RJ,BR,Rio de Janeiro
335,"Department of Food Engineering, Universidade Estadual de Ponta Grossa, Avenida Carlos Cavalcanti, 4748, Ponta Grossa PR 84030-900, Brazil"," Universidade Estadual de Ponta Grossa, Avenida Carlos Cavalcanti, 4748, Ponta Grossa PR 84030-900, Brazil"," Avenida Carlos Cavalcanti, 4748, Ponta Grossa PR 84030-900, Brazil",-50.1014937,-25.0916532,ChIJ__9P6j0a6JQRmWW0VyAdUU4,PR,BR,Ponta Grossa
336," Food Technology Course, Universidade Tecnológica Federal Do Paraná, Campus Londrina, Brazil"," Universidade Tecnológica Federal Do Paraná, Campus Londrina, Brazil"," Campus Londrina, Brazil",-51.1148786,-23.3074289,ChIJ4UdkVlZD65QRVg2Zyg-Ae7g,PR,BR,Londrina
337,"Pós-Graduação em Genética e Melhoramento, Universidade Estadual de Maringá, Maringá, PR, Brazil"," Universidade Estadual de Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
338," Departamento de Biologia Celulare Genética/Nupélia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
339," Pós-Graduação em Ciências Biológicas, Laboratório de Biologia e Genética de Peixes, Universidade Estadual Paulista Júlio de Mesquita Filho, Botucatu, SP, Brazil"," Laboratório de Biologia e Genética de Peixes, Universidade Estadual Paulista Júlio de Mesquita Filho, Botucatu, SP, Brazil"," Universidade Estadual Paulista Júlio de Mesquita Filho, Botucatu, SP, Brazil",-48.4346514,-22.8585657,ChIJ30dWO2bfxpQRtzEvxgQvEzU,SP,BR,Botucatu
340," Departamento de Biologia/Nupélia, Universidade Estadual de Maringá, Maringá, PR, Brazil"," Universidade Estadual de Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9395721,-23.4036831,ChIJDd8YWMzW7JQRGv2SDn7on8Q,PR,BR,Maringá
341,"Department of Pharmacology and Therapeutic, State University of Maringá, Maringá, PR, Brazil"," State University of Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
342," Faculdade Ingá, Maringá, PR, Brazil"," Maringá, PR, Brazil"," PR, Brazil",-51.900047,-23.366516,ChIJ48fvEPvW7JQRnx8Y8fN4SmU,PR,BR,Maringá
343,"Universidade Estadual de Londrina/UEL, Londrina, PR, Brazil"," Londrina, PR, Brazil"," PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
